id	rate
03826	1050
03827	500
03830	750
03833	55016
03837	439
03838	250
03839	500
03840	12385
03841	3260
03842	7921
03843	250
03844	8900
03845	600
03846	1870
03848	950
03849	5800
03850	2300
03851	1850
03852	42
03854	24375
03855	250
03856	300
03857	362
03858	500
03861	4850
03862	36525
03864	1800
03866	11500
03867	500
03868	875
03870	9550
03871	7000
03872	3450
03873	213
03874	250
03875	300
03878	9029
03883	2678
03884	1250
03885	4020
03886	10450
03894	30745
03896	750
03897	620
03901	3650
03902	700
03903	3250
03905	2110
03906	350
03907	8850
03908	350
03909	8071
03911	5600
04001	515
04002	466
04005	1738
04006	5850
04008	250
04011	33984
04014	750
04021	20250
04022	100
04030	250
04032	15360
04037	500
04038	3750
04039	616
04043	3229
04046	6266
04047	250
04048	25
04051	5700
04057	250
04062	5995
04063	100
04064	1400
04066	1700
04069	3100
04071	13800
04072	8709
04073	1500
04074	29283
04078	1350
04079	3711
04084	1300
04086	7250
04087	300
04088	500
04090	2944
04092	2130
04096	16100
04097	11650
04101	553571
04102	47710
04103	33804
04104	750
04105	42660
04106	17941
04107	71561
04108	8115
04109	500
04110	20275
04112	26400
04122	30000
04210	4758
04216	75
04217	1300
04219	25
04222	500
04224	500
04236	15
04238	200
04239	250
04240	8531
04243	68091
04250	200
04252	2009
04255	250
04258	700
04259	1050
04260	2550
04263	250
04268	4570
04270	1110
04274	1000
04281	276
04284	2450
04294	1400
04330	110752
04332	119507
04342	750
04344	1000
04345	250
04347	2300
04348	456
04349	333
04350	850
04351	500
04352	1000
04353	250
04355	2700
04357	1140
04358	250
04364	3995
04401	80866
04402	22750
04412	1910
04416	300
04418	750
04421	3176
04422	700
04429	2655
04441	2030
04444	8309
04456	1100
04462	500
04468	6150
04473	20085
04474	6400
04476	1300
04479	750
04493	500
04496	800
04497	250
04530	7490
04535	250
04538	800
04539	200
04541	1450
04543	4892
04547	750
04548	6950
04551	500
04553	2925
04555	250
04562	1000
04563	4305
04568	1000
04572	1250
04574	90
04576	272
04578	150
04579	1550
04605	1800
04606	250
04607	3250
04609	2750
04614	2785
04616	2250
04617	9650
04619	420
04624	2000
04627	500
04630	250
04631	575
04640	2825
04642	500
04644	1000
04650	500
04652	733
04654	300
04657	300
04660	1300
04662	250
04668	1000
04669	1000
04674	750
04675	10500
04679	6802
04680	300
04681	1712
04683	987
04684	485
04685	50
04730	250
04736	500
04743	44
04747	500
04757	250
04765	500
04769	1800
04779	1000
04841	2690
04843	23590
04847	1900
04848	1200
04849	4000
04853	326930
04856	5016
04859	250
04860	6000
04862	4250
04863	500
04864	250
04865	4150
04901	3600
04903	1000
04915	10275
04917	3250
04918	1810
04935	400
04937	250
04938	4385
04941	250
04947	750
04950	30
04951	250
04953	250
04956	250
04957	2700
04963	500
04965	250
04973	505
04981	500
04988	500
04989	250
04992	1000
05001	23145
05031	3700
05032	500
05033	4310
05034	750
05036	1200
05037	4200
05038	1000
05039	250
05042	1520
05043	2758
05045	1090
05046	750
05047	1500
05048	462
05051	1750
05053	13386
05055	89890
05056	200
05059	5250
05060	3608
05061	2000
05062	900
05065	15931
05067	750
05068	3190
05069	2600
05070	1400
05071	2700
05072	1050
05075	5750
05076	1000
05077	2800
05079	3300
05086	500
05088	200
05089	3000
05091	19850
05101	800
05143	2750
05146	250
05148	250
05149	1090
05150	50
05151	1250
05152	10000
05154	2000
05155	75
05156	1200
05158	1200
05161	4900
05201	3300
05250	2450
05251	2475
05253	2791
05254	1850
05255	850
05257	1510
05260	250
05261	100
05262	1016
05301	86761
05302	480
05303	500
05340	750
05341	1000
05342	2650
05344	1232
05345	6302
05346	27528
05351	1000
05354	105
05356	20
05357	200
05358	250
05361	370
05363	5302
05401	90092
05402	2360161
05403	30833
05404	3100
05405	250
05406	27285
05407	250
05408	12853
05440	250
05443	7409
05444	250
05445	57495
05446	10365
05448	500
05450	773
05451	2700
05452	18582
05454	2500
05455	300
05456	3550
05458	270
05461	6005
05462	3565
05463	50
05464	700
05465	8600
05468	4066
05472	4500
05473	1950
05474	221
05477	6732
05478	3858
05482	58477
05486	2300
05487	500
05488	2700
05489	6150
05490	1000
05491	3635
05494	1000
05495	9058
05601	159166
05602	116145
05641	2250
05647	700
05648	2750
05650	6450
05651	3225
05653	100
05655	6675
05656	500
05658	2670
05660	4000
05661	3400
05663	535
05667	13875
05669	797
05672	27282
05673	12438
05674	14855
05676	7660
05677	7150
05679	250
05680	250
05682	3540
05701	9831
05730	250
05733	3632
05734	200
05735	500
05737	250
05739	1000
05743	1000
05747	1000
05751	1000
05753	31050
05757	5369
05760	1875
05761	5650
05762	1000
05763	500
05764	1506
05765	250
05766	1500
05767	1750
05769	2000
05770	4400
05772	250
05773	1750
05774	1000
05776	2600
05777	250
05778	200
05819	2742
05821	33500
05824	1400
05827	750
05828	700
05830	550
05832	1500
05836	750
05837	2000
05839	1250
05841	7750
05843	840
05845	250
05846	1000
05847	500
05848	200
05851	3270
05855	450
05857	1000
05860	203
05862	250
05867	250
05871	1433
05872	1250
05873	263
05874	5423
05903	235
05905	6500
06001	40464
06002	37964
06010	9805
06013	6200
06016	477
06018	2700
06019	9000
06020	250
06022	7000
06023	2000
06026	1500
06029	3851
06030	250
06031	19600
06032	89840
06033	208220
06034	2102
06035	4800
06037	6135
06039	14086
06040	17765
06042	24362
06043	5325
06051	1100
06052	4705
06053	1790
06057	1350
06058	5050
06060	2250
06062	14800
06063	40
06066	20730
06067	28868
06068	36774
06069	37358
06070	33975
06071	8050
06072	248
06073	7965
06074	17098
06076	525
06078	9300
06079	4000
06082	7675
06083	195
06084	46850
06085	450
06088	250
06089	6125
06090	500
06092	9631
06093	250
06095	19022
06096	78
06098	1300
06102	1500
06103	91650
06105	57103
06106	131399
06107	49985
06108	10150
06109	16572
06110	4901
06111	16200
06112	1015
06114	1404
06115	3750
06117	111651
06118	8550
06119	40697
06120	1480
06126	2620
06127	1000
06129	3000
06146	45
06155	9500
06176	8
06183	20000
06226	5078
06231	1250
06232	500
06234	2630
06235	475
06237	1880
06238	2370
06239	950
06247	4000
06249	550
06250	3000
06254	1250
06255	250
06258	500
06259	10460
06260	700
06268	15350
06277	1000
06278	1305
06279	3300
06280	500
06281	4750
06282	250
06320	10466
06330	250
06331	2850
06333	3050
06335	1700
06338	38535
06339	4880
06340	15465
06351	750
06355	10875
06357	12053
06359	2000
06360	10268
06365	410
06370	6361
06371	101063
06374	200
06375	1770
06378	11965
06379	6150
06382	48546
06384	250
06385	14271
06390	250
06401	525
06403	1000
06405	119938
06409	3812
06410	66470
06412	7250
06413	10885
06415	1950
06416	11966
06417	1241
06418	3750
06419	1850
06420	11100
06422	16234
06423	3905
06424	6675
06426	14165
06430	5250
06437	99890
06438	3600
06439	11250
06441	250
06442	1050
06443	53478
06447	500
06450	26931
06451	2880
06455	1870
06456	3200
06457	24341
06460	36015
06461	4647
06468	28680
06469	1050
06470	18895
06471	3345
06472	3550
06473	24251
06475	48166
06477	12576
06478	3250
06479	4200
06480	4965
06482	41540
06484	6865
06488	13111
06489	23366
06492	23684
06498	17050
06503	250
06506	250
06507	1500
06508	34900
06510	46259
06511	370595
06512	45460
06513	2500
06514	13450
06515	25383
06516	30429
06517	72275
06518	16061
06519	15360
06520	5400
06524	8442
06525	155844
06530	6450
06535	1000
06540	250
06604	51932
06605	11270
06606	8565
06607	1335
06610	250
06611	40550
06612	15910
06614	8171
06615	873
06702	5000
06705	1100
06708	6820
06710	750
06712	2495
06716	3260
06724	10800
06751	3040
06752	11830
06753	3000
06754	8535
06755	200
06756	5700
06757	68855
06759	49785
06762	5800
06770	450
06776	18339
06777	16682
06778	4000
06779	200
06782	250
06783	41865
06784	14600
06785	27250
06786	25
06787	1560
06790	3573
06791	2270
06793	50036
06794	67325
06795	4700
06796	27122
06798	9380
06801	3675
06804	8650
06807	69892
06810	20836
06811	6748
06812	8700
06813	635
06820	227027
06824	245383
06825	20011
06829	2700
06830	1074979
06831	1188183
06836	20275
06838	4550
06840	349514
06850	25437
06851	97233
06853	22722
06854	10977
06855	39620
06856	500
06860	2700
06870	111616
06876	2235
06877	162277
06878	180247
06880	667726
06881	4000
06883	69760
06890	61416
06896	22128
06897	80109
06901	123750
06902	230218
06903	244600
06905	70405
06906	4100
06907	17700
06911	500
06926	5000
07001	2950
07002	18245
07003	14759
07004	18200
07005	2750
07006	66958
07007	8100
07008	2800
07009	26200
07010	23895
07011	16900
07012	8156
07013	27315
07014	8450
07016	14265
07017	10433
07018	3490
07020	48000
07021	47750
07022	2700
07023	2600
07024	94758
07026	19511
07027	1000
07028	35852
07029	250
07030	109150
07031	4200
07032	14600
07034	108
07035	8075
07036	5255
07039	188487
07040	103022
07041	9850
07042	198304
07043	95041
07044	38565
07045	11500
07046	27700
07047	20745
07050	3500
07052	90505
07054	21023
07055	7553
07057	2700
07058	25082
07059	72676
07060	3950
07062	1273
07063	500
07065	7436
07066	6175
07067	7875
07068	43000
07069	22650
07070	34373
07071	17100
07072	13235
07073	12750
07076	30697
07077	250
07078	314380
07079	82295
07080	2800
07081	8087
07082	30800
07083	7350
07086	24632
07087	9050
07088	250
07090	98013
07091	1000
07092	5000
07093	45501
07094	18915
07095	8380
07096	35
07102	139941
07103	1223
07104	4801
07105	8420
07106	4055
07107	1000
07108	4606
07109	7705
07110	18150
07111	2323
07112	3801
07114	7250
07201	250
07202	1000
07203	750
07204	1908
07205	1300
07208	19345
07302	60321
07303	250
07304	10380
07305	25200
07306	6250
07307	15426
07310	33550
07311	1100
07401	20658
07403	768
07405	59462
07407	13000
07410	12696
07417	126400
07419	250
07420	250
07422	275
07423	10121
07424	19076
07430	39600
07432	4200
07435	250
07436	1795
07438	1043
07440	5208
07442	1250
07444	5553
07446	24588
07450	129694
07451	22000
07452	29089
07456	4360
07458	101235
07460	50
07461	1750
07462	1000
07463	1475
07465	250
07470	51132
07480	6325
07481	43878
07495	500
07501	5000
07502	750
07503	15300
07504	1335
07505	1000
07506	8200
07508	8970
07511	108500
07512	11458
07513	1000
07522	500
07524	4700
07543	2000
07601	55413
07603	11449
07604	9450
07605	16850
07606	11950
07607	500
07608	6400
07620	44885
07621	35950
07624	27584
07626	84491
07627	47822
07628	5400
07630	11750
07631	253227
07632	43569
07640	18778
07641	31092
07642	5660
07643	1000
07644	5938
07645	6700
07646	5300
07647	4000
07648	22996
07649	15620
07650	9350
07652	46306
07656	2806
07657	1900
07660	4805
07661	1250
07662	6900
07663	6100
07666	298087
07670	126584
07675	35914
07676	4449
07677	37375
07701	231020
07702	9800
07704	19450
07711	4720
07712	18816
07716	10445
07717	9500
07719	18360
07720	1700
07722	45016
07723	12900
07724	5484
07726	23150
07728	37428
07730	10510
07731	290
07732	10900
07733	48616
07734	915
07735	500
07738	7475
07739	10075
07740	351700
07746	25750
07747	5787
07748	8450
07750	12426
07751	20284
07753	4917
07755	850
07756	4200
07757	3350
07758	75
07760	57041
07762	15100
07764	300
07801	1901
07821	1529
07823	500
07825	3950
07826	750
07827	500
07828	1500
07830	15875
07832	250
07834	6300
07836	12057
07838	750
07840	2473
07843	11110
07844	500
07847	250
07848	510
07849	5750
07852	500
07853	9473
07860	5200
07863	750
07865	450
07866	1250
07869	36075
07871	3535
07874	500
07876	1000
07878	300
07882	500
07885	2900
07901	136505
07920	71541
07921	16799
07922	149132
07924	26350
07926	2700
07927	2750
07928	58239
07930	5200
07931	38800
07932	47847
07933	2400
07934	2500
07935	5400
07936	5650
07938	2700
07940	39461
07945	31800
07946	500
07950	6038
07960	265603
07961	2700
07962	3900
07963	250
07970	2700
07974	11980
07976	11435
07979	500
07980	500
07981	2475
08001	250
08002	9103
08003	90490
08004	1250
08005	2865
08006	125
08008	2550
08009	7445
08010	1021
08012	3350
08015	335
08016	7450
08020	750
08021	3782
08022	7025
08027	4276
08028	6000
08029	500
08030	3500
08031	5750
08033	36880
08034	58486
08035	15145
08036	250
08037	2300
08043	50102
08045	333
08046	5620
08048	3950
08049	500
08050	1500
08051	1150
08052	2050
08053	27590
08054	31751
08055	28335
08056	3200
08057	67825
08059	321
08060	5300
08061	510
08062	51976
08063	1500
08065	2775
08068	300
08069	535
08070	2000
08071	1756
08073	281
08075	8800
08077	12960
08080	13450
08081	3853
08083	1025
08084	434
08085	4752
08086	1600
08087	2000
08088	13875
08090	5350
08091	1650
08092	3600
08093	2965
08094	6207
08095	8700
08096	12650
08098	9850
08101	500
08102	15161
08103	2350
08105	300
08106	850
08107	1155
08108	23699
08109	3525
08110	3350
08201	500
08202	2450
08203	4500
08204	10565
08205	1950
08210	1430
08215	4035
08221	6900
08223	1000
08224	2500
08225	37215
08226	6516
08230	250
08232	1050
08234	4840
08243	2500
08247	250
08251	1500
08260	1130
08270	500
08302	14750
08312	1000
08318	250
08322	2300
08323	250
08330	3700
08332	1600
08340	300
08343	250
08344	250
08360	9375
08361	2265
08362	3000
08401	6300
08402	16141
08403	1500
08406	6178
08501	4800
08502	18241
08505	8500
08510	21990
08512	6970
08514	2700
08515	1250
08520	7010
08525	10270
08527	11565
08528	3050
08530	6500
08534	58836
08535	6650
08536	40892
08540	536940
08542	29785
08543	500
08550	56304
08551	8750
08553	200
08555	2803
08556	11850
08557	500
08558	23705
08559	3500
08560	29000
08562	1320
08608	197521
08609	500
08610	1372
08611	5500
08618	6327
08619	4650
08620	250
08628	9951
08629	260
08638	14803
08648	38804
08650	450
08690	550
08691	4700
08701	92600
08720	4200
08722	25
08723	2874
08724	8650
08730	4385
08731	1000
08732	2300
08734	1010
08735	1250
08736	14187
08738	3950
08741	250
08742	6470
08750	18100
08751	500
08753	5850
08754	500
08755	2525
08757	20
08758	5375
08759	4229
08801	2650
08802	291
08805	2950
08807	50986
08809	2700
08810	3450
08812	750
08816	33269
08817	7990
08820	28860
08822	27799
08823	7996
08824	22338
08825	1861
08826	750
08827	1000
08830	2850
08831	31400
08833	5949
08836	7944
08837	1030
08840	12815
08844	20069
08846	1270
08848	2500
08850	2602
08852	12083
08853	15125
08854	25429
08857	11616
08859	3726
08861	5035
08862	2700
08863	335
08865	6925
08867	6000
08869	250
08872	13800
08873	69818
08876	11025
08879	16200
08882	1775
08885	250
08886	6600
08887	1000
08889	5885
08901	6415
08902	15435
08903	4031
08904	23163
08933	18000
09009	1250
09011	250
09012	250
09046	500
09053	1000
09096	560
09112	502
09114	2000
09128	500
09143	250
09180	910
09250	225
09265	5400
09354	250
09603	250
09618	250
09620	250
09622	500
09624	1875
09626	1000
09630	500
09649	250
09701	450
09702	600
09705	250
09714	300
09716	2700
09751	750
09777	300
09805	250
09808	700
09839	250
09842	250
09845	2000
09846	150
09898	3000
10001	416275
10002	97299
10003	1189634
10004	172245
10005	213542
10006	230390
10007	302633
10008	850
10009	177148
10010	1020122
10011	2087252
10012	595904
10013	1191030
10014	1587017
10016	1038636
10017	1267875
10018	267313
10019	1884551
10020	88050
10021	2936589
10022	2529042
10023	3025808
10024	3555018
10025	1109400
10026	138339
10027	149249
10028	2266066
10029	152395
10030	32287
10031	36348
10032	38316
10033	44799
10034	24725
10035	39586
10036	721886
10037	28308
10038	126005
10039	22144
10040	26507
10041	2950
10044	14738
10055	48800
10065	1692831
10069	259683
10075	1517759
10103	19000
10104	10600
10105	12300
10106	457486
10107	102750
10108	2000
10110	16150
10111	24200
10112	32000
10113	4200
10114	5000
10115	750
10116	6000
10118	19900
10119	11300
10122	2000
10123	42500
10125	1000
10126	5400
10128	2776523
10129	1900
10138	1000
10150	21650
10151	144900
10152	6400
10153	248950
10154	175325
10155	4450
10156	250
10158	4200
10162	17425
10163	750
10165	70250
10166	18650
10167	92600
10168	9950
10169	2700
10170	23300
10171	31400
10172	10900
10173	3000
10174	28900
10175	5200
10176	22215
10178	34350
10179	1000
10185	10371611
10211	5400
10268	3200
10270	500
10271	75083
10272	250
10276	5465
10279	3750
10280	34498
10281	9700
10282	104220
10301	29775
10302	2704
10303	5950
10304	68480
10305	45205
10306	29200
10307	5800
10308	4020
10309	7490
10310	5291
10312	25456
10314	25075
10422	7500
10451	7685
10452	23583
10453	4930
10454	1500
10455	975
10456	5160
10457	2525
10458	6010
10459	1750
10460	1027
10461	14925
10462	6167
10463	102418
10464	8061
10465	4245
10466	1295
10467	9832
10468	13755
10469	15706
10470	5310
10471	278075
10472	8100
10473	11150
10474	8250
10475	10193
10501	3700
10502	10607
10503	13920
10504	252952
10506	144434
10507	252999
10509	9943
10510	88935
10512	4235
10514	265670
10516	52720
10518	24594
10519	250
10520	67377
10522	213111
10523	16600
10524	52803
10526	8554
10528	156668
10530	39795
10532	5400
10533	109072
10536	204228
10538	481491
10540	1045
10541	45100
10542	1250
10543	263730
10546	500
10547	8785
10548	1750
10549	206574
10550	795
10552	23991
10553	6545
10560	30956
10562	32065
10566	3515
10567	10097
10570	45836
10571	5400
10573	431488
10576	148526
10577	184111
10579	14762
10580	573735
10583	862502
10588	250
10589	15377
10590	28340
10591	68055
10594	1750
10595	139664
10597	9900
10598	31723
10601	150155
10602	600
10603	20732
10604	75750
10605	177275
10606	21537
10607	11010
10701	8395
10702	500
10703	3100
10704	14415
10705	13800
10706	96749
10707	3935
10708	380190
10709	17725
10710	29118
10801	35176
10803	97627
10804	112853
10805	29436
10901	48961
10913	6850
10914	525
10916	1000
10918	935
10920	3450
10921	1625
10924	27520
10925	2450
10927	522
10930	4350
10940	13180
10941	1120
10950	11360
10952	36764
10953	200
10954	7353
10956	81751
10958	3500
10959	250
10960	104715
10962	6750
10964	16550
10965	12412
10968	9050
10970	14233
10976	1500
10977	30050
10980	12050
10981	500
10983	800
10984	3550
10986	1950
10987	60650
10989	8762
10990	8101
10992	6450
10993	30
10994	17755
10996	2500
10997	1000
11001	17670
11003	6380
11004	2755
11005	11550
11010	275
11020	49575
11021	177587
11022	25300
11023	29020
11024	117835
11026	500
11030	233404
11040	33792
11042	17900
11050	334742
11055	1000
11101	86151
11102	15765
11103	57466
11104	12335
11105	37800
11106	20137
11109	25450
11201	989175
11202	253
11203	12194
11204	54700
11205	67520
11206	27591
11207	15773
11208	13510
11209	137692
11210	73988
11211	62052
11212	3450
11213	6825
11214	32805
11215	300511
11216	26785
11217	248452
11218	27820
11219	34705
11220	34468
11221	9374
11222	33455
11223	39915
11224	4950
11225	62937
11226	26382
11228	20245
11229	33041
11230	51197
11231	149733
11232	8000
11233	7417
11234	65970
11235	50342
11236	54680
11237	24082
11238	176319
11239	2800
11241	2250
11242	4950
11243	5900
11247	325
11249	63592
11255	205
11354	71275
11355	38727
11356	8155
11357	97478
11358	13650
11360	35248
11361	42046
